Age,Gender,Weight (kg),Daily Water Intake (liters),Physical Activity Level,Weather,Hydration Level
62,Female,105,3.87,High,Normal,Good
37,Male,89,3.82,High,Cold,Good
51,Female,66,2.47,Moderate,Hot,Good
42,Female,46,2.0,High,Normal,Good
60,Male,61,2.28,Moderate,Normal,Good
54,Female,96,3.45,Moderate,Normal,Good
42,Male,108,3.64,Low,Normal,Good
66,Male,54,1.58,Low,Hot,Poor
38,Male,72,2.55,High,Cold,Good
41,Female,73,2.87,Moderate,Cold,Good
41,Male,61,2.76,Low,Hot,Good
59,Female,75,2.56,High,Cold,Good
63,Male,46,2.32,High,Normal,Good
67,Male,104,3.98,High,Normal,Good
54,Female,61,1.82,Low,Normal,Poor
43,Female,86,3.46,Moderate,Hot,Good
33,Female,82,2.69,Moderate,Cold,Good
30,Male,103,3.79,Low,Hot,Good
40,Female,97,2.9,Low,Cold,Poor
22,Male,92,3.28,High,Normal,Good
68,Female,68,1.5,Low,Cold,Poor
28,Female,86,2.93,Low,Hot,Good
22,Female,55,3.14,High,Hot,Good
30,Female,105,2.9,Low,Cold,Poor
21,Male,69,3.41,High,Hot,Good
44,Female,67,4.03,High,Hot,Good
46,Female,102,3.9,Low,Hot,Good
27,Male,76,3.1,High,Normal,Good
40,Female,84,2.91,Low,Normal,Good
41,Male,83,3.67,Low,Hot,Good
62,Male,78,3.86,High,Hot,Good
32,Male,46,2.25,High,Cold,Good
18,Female,98,4.35,High,Hot,Good
19,Female,80,2.38,Low,Cold,Poor
40,Female,64,2.59,High,Cold,Good
61,Female,56,2.74,High,Hot,Good
55,Male,75,2.41,Moderate,Normal,Good
51,Male,95,2.78,Low,Normal,Poor
48,Male,107,3.53,Low,Hot,Good
51,Female,64,2.4,Moderate,Normal,Good
56,Male,51,1.5,Moderate,Normal,Poor
29,Female,105,4.73,High,Hot,Good
66,Female,84,3.01,High,Cold,Good
55,Male,59,3.57,High,Hot,Good
29,Male,70,3.08,Moderate,Hot,Good
47,Female,106,3.6,Low,Normal,Good
60,Female,61,1.5,Low,Cold,Poor
23,Male,81,2.59,Low,Cold,Good
38,Female,66,2.6,High,Cold,Good
21,Male,102,4.3,Moderate,Hot,Good
34,Male,62,2.53,Low,Hot,Good
39,Female,105,5.3,High,Hot,Good
61,Male,63,1.71,Moderate,Normal,Poor
35,Female,102,3.06,Low,Normal,Good
43,Female,70,3.04,High,Normal,Good
45,Male,95,3.19,Low,Hot,Good
31,Male,109,3.77,High,Cold,Good
28,Female,79,2.81,Low,Hot,Good
22,Male,84,3.25,Low,Hot,Good
54,Male,88,3.23,High,Normal,Good
35,Female,56,2.29,Moderate,Cold,Good
47,Female,108,3.45,Low,Hot,Good
52,Female,91,3.81,High,Normal,Good
45,Male,92,4.33,High,Hot,Good
68,Male,60,1.56,Moderate,Normal,Poor
61,Female,99,2.2,Low,Normal,Poor
36,Male,62,1.68,Moderate,Cold,Poor
47,Male,72,3.65,High,Hot,Good
32,Female,55,1.5,Low,Cold,Poor
62,Female,83,1.95,Low,Normal,Poor
34,Male,68,1.77,Low,Cold,Poor
53,Male,48,1.66,High,Normal,Good
28,Male,69,2.91,High,Normal,Good
45,Male,96,2.3,Low,Cold,Poor
23,Male,59,2.43,High,Normal,Good
50,Female,56,1.88,Low,Normal,Good
52,Female,78,2.83,Moderate,Normal,Good
55,Female,84,2.57,Low,Hot,Good
48,Male,56,1.84,Moderate,Cold,Good
59,Female,64,1.5,Low,Cold,Poor
48,Male,46,1.7,Moderate,Normal,Good
52,Male,71,1.74,Low,Cold,Poor
68,Male,60,1.94,Moderate,Cold,Good
43,Male,88,3.98,High,Normal,Good
59,Male,64,1.5,Moderate,Cold,Poor
60,Male,72,2.73,Moderate,Normal,Good
18,Female,60,2.87,Moderate,Hot,Good
49,Male,73,2.44,Low,Normal,Good
63,Male,68,3.34,High,Hot,Good
63,Male,58,2.0,Moderate,Normal,Good
61,Female,87,3.76,High,Normal,Good
50,Male,55,1.5,Moderate,Cold,Poor
32,Male,65,3.53,High,Hot,Good
37,Male,61,2.09,High,Cold,Good
32,Female,49,2.61,Moderate,Hot,Good
69,Male,80,2.46,Moderate,Normal,Good
66,Female,82,2.76,High,Normal,Good
44,Female,94,3.64,High,Normal,Good
60,Male,53,1.98,Moderate,Normal,Good
18,Male,74,4.27,High,Hot,Good
37,Male,48,1.5,Low,Normal,Good
51,Female,105,2.22,Low,Cold,Poor
64,Female,95,2.2,Low,Cold,Poor
56,Female,69,3.27,Moderate,Hot,Good
25,Male,78,3.81,High,Normal,Good
39,Male,106,3.41,Low,Normal,Good
56,Female,66,1.94,Low,Normal,Poor
51,Male,103,2.5,Low,Cold,Poor
58,Male,98,2.43,Low,Normal,Poor
50,Female,62,3.09,High,Normal,Good
49,Male,51,2.85,Moderate,Hot,Good
67,Female,95,3.25,High,Normal,Good
27,Male,79,2.57,Low,Normal,Good
66,Male,75,3.12,High,Cold,Good
57,Male,61,2.72,High,Normal,Good
50,Male,81,3.29,Moderate,Hot,Good
48,Female,72,2.65,Moderate,Cold,Good
61,Female,54,1.5,Low,Normal,Poor
53,Female,72,1.96,Moderate,Cold,Poor
24,Male,46,1.9,High,Normal,Good
27,Female,58,2.6,Moderate,Normal,Good
55,Male,76,1.59,Low,Cold,Poor
65,Female,52,1.7,Moderate,Cold,Good
33,Male,75,3.82,High,Hot,Good
47,Male,83,2.07,Low,Normal,Poor
29,Female,91,3.09,Moderate,Cold,Good
37,Male,65,2.9,Low,Hot,Good
32,Male,98,3.02,Moderate,Normal,Good
33,Male,67,3.27,High,Hot,Good
46,Male,81,3.32,Low,Hot,Good
25,Male,73,3.28,High,Cold,Good
67,Female,66,2.55,High,Cold,Good
37,Male,95,4.01,Moderate,Hot,Good
55,Female,54,1.89,Moderate,Normal,Good
47,Male,84,1.8,Low,Cold,Poor
22,Female,87,2.98,Low,Normal,Good
41,Female,75,2.59,Low,Hot,Good
69,Female,107,3.85,Moderate,Normal,Good
28,Female,77,3.18,High,Cold,Good
59,Female,75,2.0,Low,Cold,Poor
67,Male,57,1.75,Low,Normal,Good
61,Male,82,3.03,High,Normal,Good
59,Male,83,3.55,High,Normal,Good
26,Male,86,3.37,Low,Hot,Good
42,Male,60,2.26,Moderate,Cold,Good
28,Female,53,3.06,Moderate,Hot,Good
56,Male,89,3.57,Moderate,Hot,Good
68,Female,87,3.94,Moderate,Hot,Good
33,Male,46,1.9,High,Normal,Good
36,Male,108,3.06,Low,Normal,Poor
55,Female,103,2.87,Moderate,Cold,Poor
62,Male,95,2.21,Low,Normal,Poor
27,Male,80,2.41,Low,Cold,Good
33,Female,94,3.85,High,Normal,Good
59,Male,45,2.15,Low,Hot,Good
66,Male,63,2.57,Moderate,Normal,Good
55,Female,52,1.5,Low,Cold,Poor
29,Female,53,2.41,High,Cold,Good
57,Male,105,4.82,High,Hot,Good
25,Male,67,3.83,High,Hot,Good
28,Male,45,1.5,Moderate,Cold,Good
22,Female,58,2.25,Low,Hot,Good
41,Female,48,3.26,High,Hot,Good
24,Male,98,4.01,High,Normal,Good
18,Female,64,2.6,Low,Hot,Good
43,Male,78,3.61,High,Normal,Good
57,Female,49,2.27,Low,Hot,Good
47,Male,90,3.16,Low,Normal,Good
38,Female,86,3.58,Moderate,Hot,Good
43,Female,67,2.44,Low,Normal,Good
25,Male,100,4.63,High,Hot,Good
63,Female,87,2.53,High,Cold,Poor
53,Male,62,1.5,Moderate,Cold,Poor
25,Male,63,3.09,High,Normal,Good
28,Female,77,3.32,High,Normal,Good
62,Female,83,2.48,Moderate,Normal,Poor
51,Male,94,3.1,Moderate,Cold,Good
69,Female,74,1.94,Low,Cold,Poor
44,Female,83,2.23,Low,Cold,Poor
37,Male,107,4.07,High,Normal,Good
67,Male,62,1.61,Low,Normal,Poor
65,Female,89,3.52,High,Cold,Good
40,Female,75,2.32,Low,Normal,Good
42,Female,83,3.81,High,Hot,Good
45,Female,51,1.93,Low,Normal,Good
59,Female,86,3.09,Low,Hot,Good
36,Male,108,4.1,Moderate,Hot,Good
35,Male,89,2.3,Low,Cold,Poor
47,Male,66,2.43,Moderate,Normal,Good
51,Male,79,3.22,High,Normal,Good
32,Female,83,2.83,Moderate,Normal,Good
29,Male,54,1.69,Moderate,Normal,Good
60,Female,64,2.43,Low,Hot,Good
63,Female,72,2.99,Low,Hot,Good
62,Male,95,2.83,Low,Normal,Poor
25,Male,88,3.44,High,Normal,Good
36,Male,93,2.98,Moderate,Normal,Good
44,Female,90,4.15,High,Normal,Good
54,Female,91,3.07,High,Normal,Good
36,Male,74,3.22,High,Cold,Good
51,Female,105,4.04,Low,Hot,Good
59,Female,57,2.47,Low,Hot,Good
60,Female,53,1.5,Low,Cold,Poor
61,Female,109,3.84,High,Cold,Good
22,Female,56,2.43,Moderate,Normal,Good
65,Female,83,2.01,Low,Normal,Poor
39,Male,101,4.13,High,Cold,Good
58,Female,51,1.55,Moderate,Cold,Good
20,Male,83,2.64,Low,Normal,Good
53,Male,84,2.32,Low,Normal,Poor
40,Female,90,4.71,High,Hot,Good
38,Male,70,2.9,High,Normal,Good
32,Female,108,3.49,Low,Hot,Good
67,Male,73,3.21,High,Normal,Good
57,Male,102,2.81,Low,Normal,Poor
32,Female,107,3.11,Low,Cold,Poor
29,Female,108,3.98,High,Cold,Good
26,Male,98,3.03,Low,Normal,Good
51,Female,45,1.62,High,Cold,Good
46,Female,49,3.23,High,Hot,Good
44,Female,83,3.03,Moderate,Cold,Good
69,Male,90,2.99,Low,Hot,Good
41,Male,86,2.61,Low,Cold,Good
24,Female,69,2.95,Moderate,Normal,Good
42,Female,72,1.5,Low,Cold,Poor
43,Female,87,3.86,Moderate,Hot,Good
38,Female,94,3.42,Moderate,Normal,Good
68,Male,87,2.71,Low,Normal,Good
61,Male,75,1.5,Low,Cold,Poor
55,Female,91,2.17,Low,Cold,Poor
24,Female,79,2.61,Moderate,Cold,Good
57,Male,87,2.6,Moderate,Normal,Poor
18,Female,78,2.89,Moderate,Normal,Good
46,Female,95,2.5,Low,Normal,Poor
45,Female,89,3.04,High,Cold,Good
68,Male,52,2.72,Moderate,Hot,Good
35,Female,59,2.41,High,Normal,Good
35,Female,64,2.53,Low,Hot,Good
55,Female,96,3.24,Moderate,Cold,Good
18,Female,54,2.27,Moderate,Normal,Good
65,Male,77,2.89,Low,Hot,Good
52,Female,81,2.95,High,Normal,Good
63,Female,90,2.88,Low,Normal,Good
24,Female,105,3.71,High,Normal,Good
59,Male,56,1.63,Moderate,Cold,Poor
48,Female,83,2.99,Moderate,Cold,Good
40,Male,88,2.98,Low,Normal,Good
39,Male,65,3.33,Moderate,Hot,Good
45,Female,105,3.17,Low,Cold,Good
36,Female,68,2.17,Moderate,Cold,Good
48,Male,49,2.04,High,Normal,Good
54,Male,76,2.98,Moderate,Hot,Good
51,Male,73,1.73,Low,Cold,Poor
47,Female,89,4.47,High,Hot,Good
54,Male,55,2.28,High,Cold,Good
66,Male,90,1.91,Low,Normal,Poor
41,Female,52,2.25,High,Normal,Good
23,Female,62,1.5,Low,Cold,Poor
44,Male,83,3.74,Moderate,Hot,Good
32,Female,58,1.57,Moderate,Cold,Poor
38,Female,90,3.54,Moderate,Hot,Good
58,Female,50,2.27,High,Normal,Good
57,Male,63,2.32,Low,Hot,Good
27,Male,46,1.78,Moderate,Cold,Good
37,Male,50,1.75,Moderate,Cold,Good
36,Female,62,3.17,High,Normal,Good
34,Male,97,3.73,Moderate,Normal,Good
20,Male,69,2.7,Moderate,Normal,Good
31,Female,85,2.56,Low,Cold,Good
67,Female,60,2.02,Moderate,Cold,Good
25,Female,74,2.75,High,Cold,Good
67,Female,50,1.96,High,Cold,Good
20,Female,74,3.06,Low,Hot,Good
20,Female,59,2.1,High,Cold,Good
18,Male,57,3.85,High,Hot,Good
56,Female,83,2.08,Low,Cold,Poor
47,Female,85,2.9,Low,Hot,Good
23,Female,66,3.2,Moderate,Hot,Good
53,Male,94,3.27,High,Cold,Good
49,Female,89,4.25,Moderate,Hot,Good
42,Female,93,3.61,Low,Hot,Good
36,Female,70,1.76,Low,Normal,Poor
54,Male,64,2.54,Moderate,Normal,Good
65,Female,84,2.13,Low,Normal,Poor
23,Female,56,1.85,Low,Normal,Good
65,Male,87,2.8,Low,Normal,Good
64,Female,65,1.94,Moderate,Normal,Poor
19,Male,50,2.41,Moderate,Normal,Good
52,Female,80,3.6,High,Hot,Good
24,Female,94,3.93,High,Normal,Good
63,Female,45,2.41,High,Normal,Good
38,Male,76,2.56,Moderate,Cold,Good
31,Male,83,3.53,High,Normal,Good
42,Female,73,2.84,Low,Hot,Good
49,Male,55,2.31,High,Cold,Good
52,Male,69,2.06,Low,Normal,Poor
68,Male,51,1.5,Low,Cold,Poor
44,Male,101,3.64,High,Normal,Good
39,Female,55,3.12,High,Hot,Good
47,Female,67,3.39,Moderate,Hot,Good
38,Female,49,2.23,High,Cold,Good
61,Female,59,3.58,High,Hot,Good
41,Female,98,3.94,Low,Hot,Good
52,Female,85,3.36,High,Normal,Good
38,Female,74,3.4,High,Normal,Good
52,Male,82,2.65,Low,Normal,Good
53,Female,108,4.35,Moderate,Hot,Good
35,Male,66,1.56,Low,Normal,Poor
33,Male,47,2.15,Moderate,Normal,Good
56,Male,84,2.22,Moderate,Normal,Poor
60,Female,96,4.12,High,Hot,Good
19,Male,106,3.81,Moderate,Cold,Good
68,Male,108,3.77,High,Cold,Good
28,Male,79,2.31,Low,Normal,Poor
19,Male,45,2.63,High,Hot,Good
44,Female,109,4.98,High,Hot,Good
62,Male,88,3.49,High,Cold,Good
19,Female,85,3.54,Low,Hot,Good
67,Male,85,3.75,High,Hot,Good
65,Female,57,2.91,Moderate,Hot,Good
47,Female,88,2.03,Low,Cold,Poor
29,Female,100,3.53,High,Cold,Good
30,Female,92,3.48,Low,Hot,Good
57,Female,104,2.35,Low,Normal,Poor
38,Male,62,2.32,Moderate,Cold,Good
30,Male,99,3.31,Moderate,Cold,Good
62,Female,107,3.69,High,Cold,Good
63,Male,60,1.96,Low,Hot,Good
29,Male,108,3.67,Low,Hot,Good
45,Female,82,3.54,High,Normal,Good
48,Female,107,3.76,Moderate,Cold,Good
64,Male,48,2.19,High,Normal,Good
42,Male,64,1.96,Moderate,Cold,Good
35,Male,82,2.03,Low,Normal,Poor
66,Female,92,2.29,Low,Cold,Poor
38,Female,97,3.63,High,Cold,Good
25,Female,78,3.37,High,Normal,Good
18,Male,79,2.89,High,Cold,Good
43,Male,49,2.29,Moderate,Hot,Good
32,Female,63,1.87,Moderate,Cold,Poor
56,Female,71,1.51,Low,Normal,Poor
32,Male,84,3.41,High,Normal,Good
49,Male,102,3.8,Low,Hot,Good
56,Male,96,2.43,Low,Cold,Poor
55,Female,72,2.46,High,Cold,Good
41,Male,81,2.05,Low,Normal,Poor
61,Female,94,3.17,Low,Hot,Good
30,Male,45,2.32,Low,Hot,Good
18,Female,96,2.81,Low,Normal,Poor
54,Male,85,3.69,High,Hot,Good
38,Female,109,3.58,Low,Hot,Good
68,Male,96,3.49,Moderate,Normal,Good
35,Male,80,3.06,Low,Hot,Good
55,Male,46,1.5,Moderate,Normal,Good
19,Female,101,2.88,Low,Normal,Poor
24,Male,85,4.72,High,Hot,Good
58,Male,51,1.59,Moderate,Normal,Good
46,Female,52,2.09,Moderate,Normal,Good
57,Male,76,2.88,Moderate,Hot,Good
27,Male,62,1.72,Low,Cold,Poor
29,Female,55,1.63,Moderate,Cold,Poor
55,Female,99,3.41,Moderate,Normal,Good
25,Male,66,2.94,High,Normal,Good
53,Male,55,1.5,Moderate,Cold,Poor
51,Female,47,1.5,Moderate,Cold,Good
68,Male,94,4.01,Moderate,Hot,Good
53,Male,99,3.28,Moderate,Normal,Good
68,Female,97,4.77,High,Hot,Good
48,Female,76,3.2,Moderate,Normal,Good
36,Female,53,2.35,Moderate,Hot,Good
55,Male,63,1.88,High,Cold,Poor
28,Female,107,2.99,Low,Cold,Poor
60,Female,77,2.85,Moderate,Hot,Good
67,Female,68,2.55,Moderate,Normal,Good
34,Male,63,2.12,Moderate,Normal,Good
19,Female,85,2.57,Moderate,Normal,Good
49,Male,77,3.84,High,Hot,Good
42,Male,104,3.23,Low,Normal,Good
68,Male,51,3.22,High,Hot,Good
42,Male,52,2.12,Moderate,Normal,Good
52,Male,69,2.93,Moderate,Hot,Good
49,Male,76,2.63,Low,Normal,Good
43,Male,52,2.6,High,Normal,Good
19,Male,63,1.54,Low,Cold,Poor
56,Male,52,1.6,High,Cold,Good
30,Male,75,1.7,Low,Cold,Poor
18,Male,90,3.49,Moderate,Normal,Good
37,Female,76,3.47,Low,Hot,Good
31,Female,47,3.13,High,Hot,Good
26,Female,101,4.17,High,Cold,Good
68,Male,46,2.21,High,Cold,Good
48,Male,59,1.97,Low,Cold,Good
51,Male,87,4.02,High,Hot,Good
62,Male,71,2.56,Low,Hot,Good
69,Male,46,1.92,High,Cold,Good
47,Male,85,3.2,Moderate,Cold,Good
50,Female,96,3.05,Low,Cold,Good
31,Female,94,4.06,Moderate,Hot,Good
67,Male,63,3.17,High,Hot,Good
23,Female,56,1.78,Low,Cold,Good
41,Female,90,4.22,High,Hot,Good
67,Male,79,1.98,Moderate,Cold,Poor
67,Male,66,2.49,High,Normal,Good
23,Female,80,2.25,Low,Cold,Poor
22,Female,64,2.69,High,Normal,Good
35,Female,85,2.88,Moderate,Cold,Good
22,Male,108,3.3,Low,Cold,Good
34,Male,79,2.99,Moderate,Normal,Good
36,Male,104,2.67,Low,Cold,Poor
19,Male,86,2.74,Low,Normal,Good
64,Male,55,2.12,High,Normal,Good
31,Female,103,3.37,Low,Normal,Good
65,Female,52,1.5,Moderate,Cold,Poor
22,Female,74,3.71,High,Hot,Good
28,Male,69,2.78,High,Normal,Good
28,Male,106,3.96,Low,Hot,Good
18,Male,91,2.25,Low,Cold,Poor
55,Female,63,1.69,Low,Cold,Poor
29,Female,77,3.22,High,Normal,Good
60,Female,65,2.4,Low,Hot,Good
47,Male,64,2.74,High,Normal,Good
53,Male,51,2.22,Low,Hot,Good
62,Male,62,1.57,Low,Cold,Poor
18,Male,97,3.02,Low,Cold,Good
48,Male,102,3.66,Low,Hot,Good
55,Female,88,2.12,Moderate,Cold,Poor
32,Female,79,2.49,Moderate,Normal,Good
38,Male,84,3.23,Moderate,Hot,Good
62,Female,88,2.76,Moderate,Normal,Good
66,Male,65,1.5,Low,Cold,Poor
54,Male,58,3.57,High,Hot,Good
61,Female,104,3.95,High,Normal,Good
54,Male,65,1.5,Low,Cold,Poor
35,Female,105,4.86,High,Hot,Good
35,Male,98,3.25,Moderate,Cold,Good
43,Female,73,2.34,Low,Cold,Good
23,Male,102,4.14,Low,Hot,Good
50,Male,107,3.63,Low,Hot,Good
43,Female,78,2.8,High,Cold,Good
66,Male,56,2.62,High,Normal,Good
38,Female,68,2.07,Low,Cold,Good
19,Female,45,2.93,Moderate,Hot,Good
51,Male,49,1.5,Low,Cold,Good
31,Female,65,3.8,High,Hot,Good
56,Male,103,2.54,Low,Cold,Poor
38,Male,108,4.74,Moderate,Hot,Good
58,Female,82,2.16,Low,Normal,Poor
45,Female,54,2.24,High,Cold,Good
57,Female,96,4.18,Moderate,Hot,Good
40,Female,68,2.45,Low,Hot,Good
67,Female,82,2.03,Low,Normal,Poor
25,Female,93,2.72,Low,Cold,Poor
56,Male,97,3.04,Low,Normal,Good
47,Female,49,2.58,High,Cold,Good
52,Female,49,3.25,High,Hot,Good
44,Female,62,2.2,Low,Normal,Good
25,Male,106,4.14,Low,Hot,Good
63,Female,65,2.13,High,Cold,Good
61,Female,66,2.67,Low,Hot,Good
18,Female,71,2.78,Moderate,Cold,Good
31,Female,78,2.57,Low,Normal,Good
20,Female,95,2.95,Low,Normal,Good
56,Female,49,1.5,Low,Cold,Good
34,Male,67,2.92,High,Cold,Good
65,Female,51,1.83,High,Normal,Good
24,Female,59,3.52,High,Hot,Good
37,Male,98,2.93,Low,Normal,Poor
48,Female,93,2.41,Low,Cold,Poor
20,Female,108,3.23,Moderate,Cold,Poor
34,Male,66,3.08,High,Cold,Good
20,Female,92,2.82,Low,Cold,Good
50,Male,87,3.24,Low,Hot,Good
33,Female,46,1.72,Low,Hot,Good
65,Male,90,3.31,High,Normal,Good
21,Male,52,1.56,Low,Normal,Good
66,Female,49,1.5,Moderate,Normal,Good
66,Female,103,2.96,Moderate,Cold,Poor
34,Male,72,3.07,Moderate,Hot,Good
58,Male,45,1.5,Low,Cold,Good
61,Female,61,2.42,Moderate,Hot,Good
54,Male,90,2.81,Low,Hot,Good
36,Female,67,2.09,Moderate,Cold,Good
18,Male,105,3.5,Moderate,Cold,Good
53,Female,69,3.28,Moderate,Hot,Good
45,Male,49,2.85,High,Normal,Good
31,Male,61,2.5,High,Cold,Good
28,Female,55,1.87,Low,Hot,Good
51,Female,52,2.13,High,Cold,Good
59,Female,58,2.83,Moderate,Hot,Good
66,Female,82,2.31,Moderate,Cold,Poor
46,Male,72,3.54,High,Normal,Good
41,Male,50,2.57,Moderate,Hot,Good
67,Female,75,2.14,Moderate,Cold,Poor
46,Male,84,2.88,Low,Hot,Good
50,Female,101,3.96,Moderate,Normal,Good
42,Male,86,3.29,High,Cold,Good
35,Male,51,2.66,Low,Hot,Good
22,Female,77,3.82,High,Hot,Good
57,Female,48,2.0,Low,Hot,Good
59,Male,70,3.21,High,Normal,Good
49,Female,109,3.81,Moderate,Normal,Good
18,Female,47,2.44,Low,Hot,Good
60,Male,69,2.4,Moderate,Normal,Good
64,Female,79,1.96,Moderate,Cold,Poor
30,Male,67,2.82,High,Cold,Good
36,Male,59,2.53,Moderate,Normal,Good
69,Male,70,2.52,High,Normal,Good
34,Female,105,3.85,Moderate,Hot,Good
33,Female,87,3.58,Moderate,Normal,Good
41,Male,69,3.16,Moderate,Hot,Good
36,Male,78,3.42,Moderate,Hot,Good
19,Male,49,2.23,Moderate,Normal,Good
55,Female,98,2.77,Moderate,Normal,Poor
41,Male,95,3.63,Low,Hot,Good
58,Female,98,3.67,Low,Hot,Good
37,Female,79,3.03,High,Normal,Good
59,Male,66,1.55,Moderate,Cold,Poor
54,Female,57,1.5,Moderate,Cold,Poor
48,Male,58,2.96,High,Hot,Good
56,Female,82,2.74,Low,Hot,Good
35,Female,83,3.19,High,Cold,Good
20,Male,85,3.6,Low,Hot,Good
44,Male,67,2.22,Moderate,Normal,Good
60,Male,57,2.41,Moderate,Normal,Good
31,Male,79,2.17,Moderate,Cold,Poor
60,Female,96,3.25,Low,Hot,Good
64,Female,52,1.75,Low,Hot,Good
33,Male,108,3.32,Low,Cold,Good
46,Male,79,3.1,High,Normal,Good
69,Female,109,2.77,Moderate,Cold,Poor
56,Male,58,1.5,Low,Cold,Poor
63,Male,73,2.02,Low,Normal,Poor
20,Male,70,3.66,Moderate,Hot,Good
41,Female,89,2.67,Low,Normal,Good
37,Female,73,2.52,Low,Normal,Good
68,Male,62,1.73,Moderate,Normal,Poor
38,Female,63,3.18,Moderate,Hot,Good
41,Male,70,2.62,Low,Hot,Good
52,Female,77,1.61,Low,Normal,Poor
66,Male,53,1.5,Moderate,Normal,Poor
54,Female,103,3.35,Low,Hot,Good
22,Female,88,2.46,Moderate,Cold,Poor
27,Female,102,3.72,Moderate,Normal,Good
33,Male,104,3.74,Moderate,Cold,Good
28,Female,107,3.42,Moderate,Normal,Good
58,Male,97,2.9,Low,Hot,Poor
55,Male,68,2.16,Low,Hot,Good
25,Male,51,1.5,Moderate,Cold,Poor
66,Female,108,3.16,Moderate,Cold,Poor
63,Male,95,3.26,Moderate,Hot,Good
24,Female,50,1.5,Moderate,Cold,Good
33,Male,101,3.14,Moderate,Normal,Good
34,Male,107,3.42,Low,Hot,Good
24,Male,79,4.43,High,Hot,Good
44,Female,74,2.56,Moderate,Normal,Good
52,Female,50,2.02,High,Normal,Good
25,Female,64,2.59,Moderate,Normal,Good
30,Male,70,3.64,High,Hot,Good
58,Female,105,3.15,Low,Normal,Good
41,Female,60,3.15,Moderate,Hot,Good
19,Female,45,1.59,High,Cold,Good
31,Male,51,1.83,Moderate,Normal,Good
44,Male,93,3.05,Moderate,Cold,Good
39,Female,78,3.67,High,Normal,Good
36,Male,75,2.21,Low,Normal,Poor
34,Male,67,2.89,High,Cold,Good
55,Female,54,2.19,High,Normal,Good
19,Female,66,3.24,Moderate,Hot,Good
26,Male,100,2.62,Low,Normal,Poor
23,Female,101,4.54,Moderate,Hot,Good
32,Male,71,3.16,Moderate,Hot,Good
60,Female,57,1.58,Low,Normal,Poor
67,Female,54,1.6,Moderate,Cold,Poor
57,Female,88,1.97,Low,Cold,Poor
54,Female,80,2.39,Low,Hot,Poor
45,Male,101,3.32,Low,Normal,Good
60,Male,53,2.82,High,Hot,Good
60,Female,76,2.83,High,Normal,Good
52,Male,102,3.35,High,Normal,Good
42,Female,72,1.52,Low,Cold,Poor
57,Male,64,2.19,Moderate,Cold,Good
68,Male,54,2.94,High,Hot,Good
54,Male,104,4.26,High,Normal,Good
47,Male,96,4.03,High,Normal,Good
29,Male,73,2.8,High,Cold,Good
34,Male,97,3.84,Moderate,Normal,Good
66,Male,93,4.2,High,Hot,Good
28,Female,60,2.6,Moderate,Normal,Good
53,Male,95,3.85,High,Normal,Good
54,Male,47,1.81,High,Cold,Good
55,Male,99,1.94,Low,Cold,Poor
41,Female,78,2.88,High,Cold,Good
32,Male,58,2.59,Moderate,Normal,Good
38,Male,72,2.68,High,Normal,Good
39,Female,104,3.88,High,Normal,Good
40,Male,48,3.29,High,Hot,Good
23,Female,54,1.5,Low,Normal,Poor
27,Female,107,3.34,Low,Cold,Good
42,Male,76,2.65,Moderate,Cold,Good
43,Female,71,2.63,Moderate,Cold,Good
43,Male,55,1.68,Moderate,Normal,Good
49,Male,103,5.0,High,Hot,Good
26,Male,55,2.92,High,Hot,Good
49,Female,55,1.5,Moderate,Cold,Poor
67,Male,97,3.76,Low,Hot,Good
33,Female,87,2.89,Moderate,Normal,Good
29,Male,78,3.33,Moderate,Hot,Good
26,Male,56,2.34,High,Normal,Good
51,Male,70,3.2,High,Normal,Good
30,Female,100,3.33,Low,Hot,Good
39,Female,92,4.18,High,Hot,Good
25,Female,57,2.79,High,Normal,Good
58,Male,54,1.87,Moderate,Cold,Good
44,Female,55,2.78,Low,Hot,Good
24,Male,86,2.76,Moderate,Normal,Good
45,Female,70,2.4,Low,Hot,Good
69,Female,48,1.63,Moderate,Cold,Good
27,Male,48,2.68,High,Normal,Good
67,Male,74,2.15,High,Cold,Poor
29,Male,65,1.83,Low,Normal,Poor
34,Male,53,2.6,High,Cold,Good
39,Male,103,3.47,Moderate,Cold,Good
58,Male,92,2.02,Low,Cold,Poor
24,Female,50,3.1,High,Hot,Good
34,Male,72,2.79,High,Normal,Good
55,Female,93,3.13,Low,Hot,Good
62,Female,89,2.74,Low,Normal,Good
52,Male,79,2.09,Low,Cold,Poor
48,Female,80,2.63,Low,Normal,Good
57,Female,105,3.23,Low,Normal,Good
35,Male,57,2.65,Low,Hot,Good
34,Female,66,1.83,Moderate,Cold,Poor
32,Male,98,2.94,Low,Normal,Good
42,Female,68,2.3,Low,Hot,Good
33,Male,69,1.7,Low,Cold,Poor
65,Female,45,1.5,Low,Cold,Good
67,Male,77,2.76,Moderate,Hot,Good
24,Male,72,2.15,Low,Cold,Poor
25,Male,88,3.84,High,Normal,Good
65,Female,51,1.5,Moderate,Cold,Poor
46,Male,89,3.74,Moderate,Hot,Good
57,Male,90,2.9,High,Cold,Good
54,Male,109,3.26,Low,Hot,Poor
58,Male,59,1.61,Low,Cold,Poor
46,Male,83,2.24,Moderate,Cold,Poor
19,Male,72,1.84,Low,Normal,Poor
30,Male,47,1.92,Moderate,Cold,Good
68,Male,108,2.85,Low,Cold,Poor
